ProteinGroups,ProteinAccessions,Genes,ProteinDescriptions,UniProtIds,ProteinNames,FastaFiles,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11
Q9WV54,Q9WV54,Asah1,Acid ceramidase,Q9WV54,ASAH1_MOUSE,UP000000589_mouse_reviewed_can_220920,281354.5625,304864.7188,252518.5,265773.0938,295557.5938,221746.0156,218800.125,229148.7344,325199.3125,309479.4375,290461.6875
Q9WV55,Q9WV55,Vapa,Vesicle-associated membrane protein-associated protein A,Q9WV55,VAPA_MOUSE,UP000000589_mouse_reviewed_can_220920,450741.3438,456466.9063,417301.5938,414333.1563,417730.5,399069.9063,497585.7188,443522.4375,479091.0938,459197.8438,483221.4063
Q9WV60,Q9WV60,Gsk3b,Glycogen synthase kinase-3 beta,Q9WV60,GSK3B_MOUSE,UP000000589_mouse_reviewed_can_220920,281095.75,302747.8125,303624.2188,296728.1563,297471.8438,291464.6563,307806.5625,288228.5938,266737.4063,293950.9688,275043.875
Q9WV80,Q9WV80,Snx1,Sorting nexin-1,Q9WV80,SNX1_MOUSE,UP000000589_mouse_reviewed_can_220920,116420.4453,138878,142632.6875,142311.125,117204.2813,163755.2344,140695.7656,107700.5,124785.0938,111763.5859,99211.05469
Q9WV85,Q9WV85,Nme3,Nucleoside diphosphate kinase 3,Q9WV85,NDK3_MOUSE,UP000000589_mouse_reviewed_can_220920,91997.46875,115054.4297,76589.79688,65032.24219,85558.34375,77984.17969,53599.18359,66426.9375,76743.38281,57751.54688,60181.10938
Q9WV91,Q9WV91,Ptgfrn,Prostaglandin F2 receptor negative regulator,Q9WV91,FPRP_MOUSE,UP000000589_mouse_reviewed_can_220920,65524.14844,52965.03125,52046.10547,70230.28906,57396,5.984946728,28499.41602,26754.92969,22238.19727,31495.11719,30172.88477
Q9WV92,Q9WV92,Epb41l3,Band 4.1-like protein 3,Q9WV92,E41L3_MOUSE,UP000000589_mouse_reviewed_can_220920,68585.40625,80693.36719,62751.63672,68708.1875,61070.70703,122578.5547,89295.125,54387.24219,90988.98438,70788.80469,98128.78125
Q9WV96,Q9WV96,Timm10b,Mitochondrial import inner membrane translocase subunit Tim10 B,Q9WV96,T10B_MOUSE,UP000000589_mouse_reviewed_can_220920,271214.3125,280119.0625,266774.2813,275852.2188,289075.1875,231086.6563,212745.7188,232251.2656,236393.8125,218997.5313,195355.625
Q9WV98,Q9WV98,Timm9,Mitochondrial import inner membrane translocase subunit Tim9,Q9WV98,TIM9_MOUSE,UP000000589_mouse_reviewed_can_220920,1094338.875,1020933.813,1107086.875,1076013.75,1049984.875,816156,786442.6875,779962.0625,796971.5625,719970.4375,718670.875
Q9WVA2,Q9WVA2,Timm8a1,Mitochondrial import inner membrane translocase subunit Tim8 A,Q9WVA2,TIM8A_MOUSE,UP000000589_mouse_reviewed_can_220920,890988.1875,854595.4375,948449.8125,914883.3125,924919.75,774790.0625,917958.75,933226,897399.375,864211.0625,813256.0625
Q9WVA3,Q9WVA3,Bub3,Mitotic checkpoint protein BUB3,Q9WVA3,BUB3_MOUSE,UP000000589_mouse_reviewed_can_220920,44231.27344,40232.42188,46128.80078,42696.33984,37212.61719,39166.82813,39472.83984,39465.14453,47652.59766,34919.56641,34956.42969
Q9WVA4,Q9WVA4,Tagln2,Transgelin-2,Q9WVA4,TAGL2_MOUSE,UP000000589_mouse_reviewed_can_220920,714167.1875,728529.5625,739115.5,861986.25,743565.25,506849.375,558649.6875,588721.4375,909250.375,862637.25,677805.5625
Q9WVB0,Q9WVB0,Rbpms,RNA-binding protein with multiple splicing,Q9WVB0,RBPMS_MOUSE,UP000000589_mouse_reviewed_can_220920,293725.1563,373382.4688,335791.4688,334903.1563,369853.5625,294862.6563,258327.5469,290739.6563,291695,321222.6563,271851
Q9WVC3,Q9WVC3,Cav2,Caveolin-2,Q9WVC3,CAV2_MOUSE,UP000000589_mouse_reviewed_can_220920,169964.4531,109393.6172,142351.1719,107937.7422,98208.36719,108227.8672,147583.9375,86584.92969,96623.60938,88653.75,92693.76563
Q9WVE8,Q9WVE8,Pacsin2,Protein kinase C and casein kinase substrate in neurons protein 2,Q9WVE8,PACN2_MOUSE,UP000000589_mouse_reviewed_can_220920,637707.625,592806.3125,619920.25,635629.625,575672.875,561371.9375,561804.5,518162.0313,556136,539944.1875,545263.625
Q9WVG6,Q9WVG6,Carm1,Histone-arginine methyltransferase CARM1,Q9WVG6,CARM1_MOUSE,UP000000589_mouse_reviewed_can_220920,101907.4531,91402.38281,87765.35938,93541.63281,83989.47656,77196.0625,88684.76563,88169.15625,94535.54688,85347.05469,97308.98438
Q9WVH9,Q9WVH9,Fbln5,Fibulin-5,Q9WVH9,FBLN5_MOUSE,UP000000589_mouse_reviewed_can_220920,933403.25,966774.75,841522.5,949263.3125,1072176.75,463083.9688,554961.5625,704765.125,1019852.188,1045383.5,797942.75
Q9WVJ2,Q9WVJ2,Psmd13,26S proteasome non-ATPase regulatory subunit 13,Q9WVJ2,PSD13_MOUSE,UP000000589_mouse_reviewed_can_220920,279264.0625,249024.125,282122.3438,254663.8438,241241.0313,274578.0938,285702.4375,259143.3125,234393.8125,228628.7969,239493.5313
Q9WVJ3,Q9WVJ3,Cpq,Carboxypeptidase Q,Q9WVJ3,CBPQ_MOUSE,UP000000589_mouse_reviewed_can_220920,1548042.375,1703591.5,1598910.125,1731175.625,1739316,1311766.125,1184020.25,1224882.375,1312453.375,1196048.5,1328270.125
Q9WVJ9,Q9WVJ9,Efemp2,EGF-containing fibulin-like extracellular matrix protein 2,Q9WVJ9,FBLN4_MOUSE,UP000000589_mouse_reviewed_can_220920,26530.05859,27734.23438,17309.93555,27650.65039,19670.79492,11581.19141,18434.5,15356.37402,33476.35156,29941.70313,24375.63477
Q9WVK4,Q9WVK4,Ehd1,EH domain-containing protein 1,Q9WVK4,EHD1_MOUSE,UP000000589_mouse_reviewed_can_220920,1315327,1393463.5,1347127.75,1341769.625,1345601.125,1494576.875,1550582.125,1411240,1425944.75,1348647.875,1352089
Q9WVL0,Q9WVL0,Gstz1,Maleylacetoacetate isomerase,Q9WVL0,MAAI_MOUSE,UP000000589_mouse_reviewed_can_220920,502535.125,421965.75,397206.4688,444853.25,458559.375,572398.1875,471216.5625,454414.375,485200.8125,454253.5313,455621.5
Q9WVL1,Q9WVL1,Ap4s1,AP-4 complex subunit sigma-1,Q9WVL1,AP4S1_MOUSE,UP000000589_mouse_reviewed_can_220920,18113.85938,15874.33594,16693,19141.88867,13561.87988,12272.66309,15481.75488,11772.82715,12495.50684,10398.88965,12908.62793
Q9WVL3,Q9WVL3,Slc12a7,Solute carrier family 12 member 7,Q9WVL3,S12A7_MOUSE,UP000000589_mouse_reviewed_can_220920,255929.6719,273194.7813,264904.9375,240293.8281,246061.8594,293710.9688,309319.8125,279763.8125,263396.5938,270558.4063,291693.625
Q9WVQ5,Q9WVQ5,Apip,Methylthioribulose-1-phosphate dehydratase,Q9WVQ5,MTNB_MOUSE,UP000000589_mouse_reviewed_can_220920,371502.375,332678.1563,385934.5,366936.8125,338823.7188,484300.4375,490678.3438,452743.625,386574.9375,388649.9063,349230.4375
Q9WVR4,Q9WVR4,Fxr2,RNA-binding protein FXR2,Q9WVR4,FXR2_MOUSE,UP000000589_mouse_reviewed_can_220920,257308.875,262649.2813,244490.9063,231274.4844,300250.3438,232187.875,260673.2969,236716.2969,230283.6406,229678.4375,219310.6563
Q9WVT6,Q9WVT6,Ca14,Carbonic anhydrase 14,Q9WVT6,CAH14_MOUSE,UP000000589_mouse_reviewed_can_220920,126217.9141,113198.9531,131088.7031,112700.5156,106973.2188,97755.57813,102685.8828,107591.4375,106841.1563,70532.71094,99961.07813
Q9Z0E6,Q9Z0E6,Gbp2,Guanylate-binding protein 2,Q9Z0E6,GBP2_MOUSE,UP000000589_mouse_reviewed_can_220920,61632.38281,73630.14844,60692.85156,80704.21094,64076.07813,48161.77734,69567.15625,54914.46875,95449.96094,70885.70313,72073.52344
Q9Z0F7,Q9Z0F7,Sncg,Gamma-synuclein,Q9Z0F7,SYUG_MOUSE,UP000000589_mouse_reviewed_can_220920,177846.5469,188469.2813,177810.6406,134019.6719,165447.6094,166089.3281,197857.7969,184410.9844,291677.875,230772.0625,244514.8438
Q9Z0H3,Q9Z0H3,Smarcb1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,Q9Z0H3,SNF5_MOUSE,UP000000589_mouse_reviewed_can_220920,131840.5625,93892.125,86289.9375,94984.77344,83290.91406,129314.6875,84685.60938,67631.42969,102382.1875,68792.28906,85298.32813
Q9Z0H4,Q9Z0H4,Celf2,CUGBP Elav-like family member 2,Q9Z0H4,CELF2_MOUSE,UP000000589_mouse_reviewed_can_220920,155700.0156,141745.3281,165331.375,153149.7344,141677.0469,113269.2578,126244.6172,120737.8984,133457.5469,101369.3594,120584.3516
Q9Z0J0,Q9Z0J0,Npc2,NPC intracellular cholesterol transporter 2,Q9Z0J0,NPC2_MOUSE,UP000000589_mouse_reviewed_can_220920,40196.36328,50791.30078,57025.90625,63980.4375,46012.85938,36495.375,38527.58984,34265.08594,70354.59375,54349.75,38446.55469
Q9Z0N1,Q9Z0N1,Eif2s3x,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",Q9Z0N1,IF2G_MOUSE,UP000000589_mouse_reviewed_can_220920,152002.5625,133763.3594,144856.2969,149078.5,117776.0781,160696.9531,131937.3281,133656.6406,137733.8438,120760.5391,119962.0625
Q9Z0N2,Q9Z0N2,Eif2s3y,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked",Q9Z0N2,IF2H_MOUSE,UP000000589_mouse_reviewed_can_220920,277564.125,272602.1563,290933.4688,275447.2813,261419.2813,332750.5625,302367.375,305327.2813,291890.9375,270887.8438,272545.4375
Q9Z0P4,Q9Z0P4,Palm,Paralemmin-1,Q9Z0P4,PALM_MOUSE,UP000000589_mouse_reviewed_can_220920,91390.96875,94882.25781,88581.10156,79840.6875,90498.29688,52946.45703,64845.51953,59803.53516,75967.44531,73663.79688,82594.41406
Q9Z0P5,Q9Z0P5,Twf2,Twinfilin-2,Q9Z0P5,TWF2_MOUSE,UP000000589_mouse_reviewed_can_220920,990557.375,1063443.125,1026754.938,1088526.625,1136864.875,986822.5,974982.0625,1112944.5,1137028.5,1093252,931092.9375
Q9Z0R4,Q9Z0R4,Itsn1,Intersectin-1,Q9Z0R4,ITSN1_MOUSE,UP000000589_mouse_reviewed_can_220920,53369.45703,54637.23438,52888.66406,50506.42188,54094.43359,49665.07813,48770.92969,47123.40234,51669.65625,55585.22656,52957.76953
Q9Z0S1,Q9Z0S1,Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",Q9Z0S1,BPNT1_MOUSE,UP000000589_mouse_reviewed_can_220920,346557.75,349575.625,322287.9063,328881.7813,318041.625,374075.0313,374742.0313,358816.0625,375589.5938,375544.75,375243.9688
Q9Z0U1,Q9Z0U1,Tjp2,Tight junction protein ZO-2,Q9Z0U1,ZO2_MOUSE,UP000000589_mouse_reviewed_can_220920,80645.53125,74964.78906,73917.67969,75081.09375,82859.57031,66403.17969,55666.55078,64413.73828,68834.59375,64282.80078,63975.12891
Q9Z0V1;Q9Z0V2,Q9Z0V1;Q9Z0V2,Kcnd3;Kcnd2,Potassium voltage-gated channel subfamily D member 3;Potassium voltage-gated channel subfamily D member 2,Q9Z0V1;Q9Z0V2,KCND3_MOUSE;KCND2_MOUSE,UP000000589_mouse_reviewed_can_220920,10051.50586,12198.64844,12888.83984,13920.89648,8991.682617,11882.69824,10620.55078,10911.05078,8735.689453,9790.332031,10826.46875
Q9Z0V7,Q9Z0V7,Timm17b,Mitochondrial import inner membrane translocase subunit Tim17-B,Q9Z0V7,TI17B_MOUSE,UP000000589_mouse_reviewed_can_220920,317066.75,292664.5625,290327.0313,287599,258087.1719,286635.3438,269364.6875,230475.9844,276941.4063,266344.6563,260014.6719
Q9Z0V8,Q9Z0V8,Timm17a,Mitochondrial import inner membrane translocase subunit Tim17-A,Q9Z0V8,TI17A_MOUSE,UP000000589_mouse_reviewed_can_220920,21304.72266,7835.248535,17227.59961,19918.70313,29964.09766,39876.93359,26125.07813,18883.43555,23869.94531,26066.30273,28136.18164
Q9Z0X1,Q9Z0X1,Aifm1,"Apoptosis-inducing factor 1, mitochondrial",Q9Z0X1,AIFM1_MOUSE,UP000000589_mouse_reviewed_can_220920,1953185.75,1959919.25,1975717.25,1911085.75,2020532.875,2143714.25,2114544.5,2125711.25,2159535.25,2060833.5,2167839.5
Q9Z0X4,Q9Z0X4,Pde3a,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",Q9Z0X4,PDE3A_MOUSE,UP000000589_mouse_reviewed_can_220920,79737.875,73580.65625,82194.27344,68905.3125,68965.21094,48799.98047,63834.05469,62752.48438,53677.91016,70914.78125,64507.68359
Q9Z0Y1,Q9Z0Y1,Dctn3,Dynactin subunit 3,Q9Z0Y1,DCTN3_MOUSE,UP000000589_mouse_reviewed_can_220920,222640.6719,186894.6875,200754.5781,212269.3125,194595,180448.3438,184200.5313,193937.25,177131.0156,186270.625,191591.4063
Q9Z104,Q9Z104,Hmg20b,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,Q9Z104,HM20B_MOUSE,UP000000589_mouse_reviewed_can_220920,135040.2188,197454.2344,227061.75,340309.9063,296226.7188,44947.94922,41814.05469,39810.53516,175497.9844,173607.0469,144419.375
Q9Z108,Q9Z108,Stau1,Double-stranded RNA-binding protein Staufen homolog 1,Q9Z108,STAU1_MOUSE,UP000000589_mouse_reviewed_can_220920,31465.9043,22290.09375,27625.06445,19173.06836,16855.58203,29340.58398,25883.17188,18718.17578,27161.08008,13950.0293,19907.0332
Q9Z126,Q9Z126,Pf4,Platelet factor 4,Q9Z126,PLF4_MOUSE,UP000000589_mouse_reviewed_can_220920,25266.41016,26473.54492,63750.50391,24791.30273,39275.97656,19541.78125,90537.00781,19294.94336,50130.69141,26430.6582,47702.32813
Q9Z130,Q9Z130,Hnrnpdl,Heterogeneous nuclear ribonucleoprotein D-like,Q9Z130,HNRDL_MOUSE,UP000000589_mouse_reviewed_can_220920,291481.5938,303716.6563,344016.6563,328483.7813,322392.7188,299801.1875,275987.4063,284318.0313,304824.9688,261130.7969,281668.9063
Q9Z176,Q9Z176,Ppp2r3d,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit delta,Q9Z176,P2R3D_MOUSE,UP000000589_mouse_reviewed_can_220920,93864.89063,97729.9375,94529.09375,85355.97656,95958.40625,92029.17969,67980.125,88468.35938,65167.66406,61256.15625,89148.60938
Q9Z1B3,Q9Z1B3,Plcb1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",Q9Z1B3,PLCB1_MOUSE,UP000000589_mouse_reviewed_can_220920,71764.59375,36799.79297,51824.04297,65327.28906,83167.5625,156768.0781,45448.14453,34120.57422,45101.43359,29973.96094,42613.50391
Q9Z1D1,Q9Z1D1,Eif3g,Eukaryotic translation initiation factor 3 subunit G,Q9Z1D1,EIF3G_MOUSE,UP000000589_mouse_reviewed_can_220920,199251.2813,195984.1094,204645.7813,185159.4063,207952.1875,186216.0781,173288.2031,204997.5156,200764.2969,203251.7969,186224.375
Q9Z1E4,Q9Z1E4,Gys1,"Glycogen [starch] synthase, muscle",Q9Z1E4,GYS1_MOUSE,UP000000589_mouse_reviewed_can_220920,702085.25,689869.9375,708446.5625,685464.4375,697778.4375,877608.3125,937691,975506.0625,907926.875,955209.8125,925022.625
Q9Z1F9,Q9Z1F9,Uba2,SUMO-activating enzyme subunit 2,Q9Z1F9,SAE2_MOUSE,UP000000589_mouse_reviewed_can_220920,72993.38281,73445.21875,80075.5625,67221.75781,67910.10156,79152.50781,68082.88281,70179.01563,84486.73438,66440.9375,69001.64063
Q9Z1G3,Q9Z1G3,Atp6v1c1,V-type proton ATPase subunit C 1,Q9Z1G3,VATC1_MOUSE,UP000000589_mouse_reviewed_can_220920,78542.46094,95626.95313,85731.00781,85608.35938,83703.96875,92816.97656,89017.89844,98775.88281,110805.375,101867.5781,104823.0234
Q9Z1G4,Q9Z1G4,Atp6v0a1,V-type proton ATPase 116 kDa subunit a 1,Q9Z1G4,VPP1_MOUSE,UP000000589_mouse_reviewed_can_220920,38993.55469,42222.62109,40094.83203,34779.45703,33346.04297,32339.27539,38876.375,36148.74609,38371.07813,38088.42578,33945.85156
Q9Z1J3,Q9Z1J3,Nfs1,"Cysteine desulfurase, mitochondrial",Q9Z1J3,NFS1_MOUSE,UP000000589_mouse_reviewed_can_220920,376051.5938,359636.7188,364568.5,374462.75,376910.5938,326826.9063,339896.75,320527.7813,346333.0938,332788.5938,353676.4688
Q9Z1K5,Q9Z1K5,Arih1,E3 ubiquitin-protein ligase ARIH1,Q9Z1K5,ARI1_MOUSE,UP000000589_mouse_reviewed_can_220920,74130.11719,83903.85156,89907.36719,73971.28906,78200.98438,100709.6484,98368.51563,103863.9297,81952.03906,83038.82031,84008.80469
Q9Z1K6,Q9Z1K6,Arih2,E3 ubiquitin-protein ligase ARIH2,Q9Z1K6,ARI2_MOUSE,UP000000589_mouse_reviewed_can_220920,48974.74219,39680.19531,45886.57031,42197.92969,45252.04688,31465.96875,45725.67578,48296.70313,44947.28516,47022.25391,27981.00977
Q9Z1M8,Q9Z1M8,Ik,Protein Red,Q9Z1M8,RED_MOUSE,UP000000589_mouse_reviewed_can_220920,183998.2344,132221.2188,156731.1563,178849.0781,157445.8438,214487.9375,198335.5625,182472.3594,158096.125,126607.6719,192481.6563
Q9Z1N5,Q9Z1N5,Ddx39b,Spliceosome RNA helicase Ddx39b,Q9Z1N5,DX39B_MOUSE,UP000000589_mouse_reviewed_can_220920,467952.3438,479325.0313,468887.2813,465520.9375,437033.1875,470508.5313,475654.0938,474888.4375,492094.875,392110.25,426133.125
Q9Z1P6,Q9Z1P6,Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,Q9Z1P6,NDUA7_MOUSE,UP000000589_mouse_reviewed_can_220920,5945301.5,6306719.5,6212207,5803231,6444662,7884412.5,6660799,7614359.5,8653345,7675052.5,7262138
Q9Z1P7,Q9Z1P7,Kank3,KN motif and ankyrin repeat domain-containing protein 3,Q9Z1P7,KANK3_MOUSE,UP000000589_mouse_reviewed_can_220920,148762.5,135913.2656,138813.5469,128235.4688,143738.0313,156027.625,139482.7344,147867,131961.0156,128537.9844,135035.0938
Q9Z1Q2,Q9Z1Q2,Abhd16a,Phosphatidylserine lipase ABHD16A,Q9Z1Q2,ABHGA_MOUSE,UP000000589_mouse_reviewed_can_220920,98986.65625,95135.44531,81419.21094,87181.96094,79700.01563,85974.64063,92376.76563,74401.22656,81112.92188,81703.46875,80202.26563
Q9Z1Q5,Q9Z1Q5,Clic1,Chloride intracellular channel protein 1,Q9Z1Q5,CLIC1_MOUSE,UP000000589_mouse_reviewed_can_220920,2140733.25,2215959.75,2260674.5,2220390.5,1921026.75,2208135.75,1844151.875,2018786.5,2330985.25,1845180.875,1763047.125
Q9Z1Q9,Q9Z1Q9,Vars1,Valine--tRNA ligase,Q9Z1Q9,SYVC_MOUSE,UP000000589_mouse_reviewed_can_220920,283249.8125,260938.3125,254272.2344,261886.7188,251742.7656,332878,293272.9063,321587.3438,330650.7188,280762.4688,298282.3438
Q9Z1R2,Q9Z1R2,Bag6,Large proline-rich protein BAG6,Q9Z1R2,BAG6_MOUSE,UP000000589_mouse_reviewed_can_220920,268890.5625,263439.4063,251514.5469,249042.9375,253596.4531,254067.1094,243965,230813.3281,255993.7969,248976.5781,274268.375
Q9Z1T1,Q9Z1T1,Ap3b1,AP-3 complex subunit beta-1,Q9Z1T1,AP3B1_MOUSE,UP000000589_mouse_reviewed_can_220920,145487.4375,167941.7813,146563.7031,154876.9688,155728.0156,135077.0625,126341.2188,125449.5391,147990.5313,140477.2813,133831.2344
Q9Z1T2,Q9Z1T2,Thbs4,Thrombospondin-4,Q9Z1T2,TSP4_MOUSE,UP000000589_mouse_reviewed_can_220920,23019.3418,20699.19531,39500.30078,26951.62891,23650.02734,30489.28906,27850.00977,22773.99609,23628.44141,19123.38281,13889.79492
Q9Z1W9,Q9Z1W9,Stk39,STE20/SPS1-related proline-alanine-rich protein kinase,Q9Z1W9,STK39_MOUSE,UP000000589_mouse_reviewed_can_220920,344419.9688,382439.7188,408640.3438,384813.625,347595.9375,268252.7188,295777.8438,288686.5313,253666.6563,280588.0625,299951.9688
Q9Z1X2,Q9Z1X2,Ptdss2,Phosphatidylserine synthase 2,Q9Z1X2,PTSS2_MOUSE,UP000000589_mouse_reviewed_can_220920,8863.0625,10551.42969,9829.996094,4917.23584,10229.63477,9954.698242,11771.00684,13947.97949,13534.06738,14850.75098,16326.19824
Q9Z1X4,Q9Z1X4,Ilf3,Interleukin enhancer-binding factor 3,Q9Z1X4,ILF3_MOUSE,UP000000589_mouse_reviewed_can_220920,144214.8281,146089.0156,152386.2656,142873.7188,138475.9844,115502.3281,121373.7031,128065.5156,137915.2969,121123.7734,131104.2344
Q9Z1Y4,Q9Z1Y4,Trip6,Thyroid receptor-interacting protein 6,Q9Z1Y4,TRIP6_MOUSE,UP000000589_mouse_reviewed_can_220920,38476.96484,35671.47266,44429.91406,38345.09766,38886.51953,30120.55273,33417.52734,37393.14844,31807.70703,34843.8125,33135.19531
Q9Z1Z0,Q9Z1Z0,Uso1,General vesicular transport factor p115,Q9Z1Z0,USO1_MOUSE,UP000000589_mouse_reviewed_can_220920,308863.4688,293012.4063,304459.75,316111.0313,291170.875,267191.5313,272963.0938,257257.4844,280181.8125,270374.8125,289204.0938
Q9Z1Z2,Q9Z1Z2,Strap,Serine-threonine kinase receptor-associated protein,Q9Z1Z2,STRAP_MOUSE,UP000000589_mouse_reviewed_can_220920,288495.4375,280715.375,306253.375,302667.875,281724.8125,281419.7813,268999.625,261834.5156,302996.9063,283668.4688,276391.0625
Q9Z204,Q9Z204,Hnrnpc,Heterogeneous nuclear ribonucleoproteins C1/C2,Q9Z204,HNRPC_MOUSE,UP000000589_mouse_reviewed_can_220920,518816.7813,541796.8125,543631.125,530037.6875,595466.9375,542286.1875,427997.375,541413.8125,645986,496327.8125,518448.8125
Q9Z210,Q9Z210,Pex11b,Peroxisomal membrane protein 11B,Q9Z210,PX11B_MOUSE,UP000000589_mouse_reviewed_can_220920,69719.44531,77534.19531,58316.76953,57731.69922,67576.57813,54513.18359,42647.08984,58533.52734,52302.07813,59857.10547,61074.69141
Q9Z239,Q9Z239,Fxyd1,Phospholemman,Q9Z239,PLM_MOUSE,UP000000589_mouse_reviewed_can_220920,6768038,6172486.5,5971842.5,5516667.5,5874224,3689870,5270947,4263115,4220487,4124859.25,4387715.5
Q9Z247,Q9Z247,Fkbp9,Peptidyl-prolyl cis-trans isomerase FKBP9,Q9Z247,FKBP9_MOUSE,UP000000589_mouse_reviewed_can_220920,25793.89258,24860.28125,26572.0957,27298.60156,30263.01172,23352.8418,20273.4043,25270.51758,24704.86328,24728.18164,32427.98828
Q9Z266,Q9Z266,Snapin,SNARE-associated protein Snapin,Q9Z266,SNAPN_MOUSE,UP000000589_mouse_reviewed_can_220920,78975.46094,81322.79688,78777.83594,77632.44531,86710.35156,51902.70313,54862.42969,62459.52734,80885.32813,71392.27344,62630.96484
Q9Z2A0,Q9Z2A0,Pdpk1,3-phosphoinositide-dependent protein kinase 1,Q9Z2A0,PDPK1_MOUSE,UP000000589_mouse_reviewed_can_220920,29566.08398,53667.76172,47155.37891,43414.6875,52282.49609,45444.89844,49031.76563,56491.84375,59587.37109,55586.92578,48916.58984
Q9Z2A5,Q9Z2A5,Ate1,Arginyl-tRNA--protein transferase 1,Q9Z2A5,ATE1_MOUSE,UP000000589_mouse_reviewed_can_220920,43218.89453,38732.3125,37691.56641,28126.30273,38162.11328,42104.66797,46001.38281,39711,28520.37891,32372.5957,36018.26563
Q9Z2A9,Q9Z2A9,Ggt5,Glutathione hydrolase 5 proenzyme,Q9Z2A9,GGT5_MOUSE,UP000000589_mouse_reviewed_can_220920,49577.71484,51846.77344,43381.8125,44510.08203,44513.61719,42396.63672,36206.25781,50339.08984,49214.99609,50789.11719,54167.15234
Q9Z2C5,Q9Z2C5,Mtm1,Myotubularin,Q9Z2C5,MTM1_MOUSE,UP000000589_mouse_reviewed_can_220920,101487.5859,101190.8906,109821.9063,95125.9375,92649.85938,113582.5156,112595.8359,109200.6719,96247.38281,89235.45313,108224.3281
Q9Z2C8,Q9Z2C8,Ybx2,Y-box-binding protein 2,Q9Z2C8,YBOX2_MOUSE,UP000000589_mouse_reviewed_can_220920,35555.54297,44537.76563,48876.79297,31750.84766,48080.10156,27095.5625,27583.54688,29345.8457,25391.44922,23411.51172,25736.66211
Q9Z2D6,Q9Z2D6,Mecp2,Methyl-CpG-binding protein 2,Q9Z2D6,MECP2_MOUSE,UP000000589_mouse_reviewed_can_220920,255795.3594,345714.2188,255895.5469,237110.9219,290038.7188,173673.4063,211729.7344,183950.9219,217078.3125,226809.4219,248795.125
Q9Z2E1,Q9Z2E1,Mbd2,Methyl-CpG-binding domain protein 2,Q9Z2E1,MBD2_MOUSE,UP000000589_mouse_reviewed_can_220920,12420.68848,22419.82813,19074.60938,17829.36133,16318.60449,18311.74414,15553.53613,15039.875,23674.11328,11483.68848,12261.0498
Q9Z2G9,Q9Z2G9,Htatip2,Oxidoreductase HTATIP2,Q9Z2G9,HTAI2_MOUSE,UP000000589_mouse_reviewed_can_220920,98969.38281,81114.17969,80622.16406,85333.63281,82995.5,73157.36719,83448.09375,87033.125,119112.2266,125289.4375,151477.1094
Q9Z2H7,Q9Z2H7,Gipc2,PDZ domain-containing protein GIPC2,Q9Z2H7,GIPC2_MOUSE,UP000000589_mouse_reviewed_can_220920,17083.38672,20121.0957,19896.33594,15981.61328,18810.54297,24271.07031,13457.76855,15426.89453,25568.00195,13576.70703,22748.58008
Q9Z2I0,Q9Z2I0,Letm1,Mitochondrial proton/calcium exchanger protein,Q9Z2I0,LETM1_MOUSE,UP000000589_mouse_reviewed_can_220920,1252458.875,1123292.75,1158744.5,1159788.875,1097547.25,1378839.125,1422076.125,1366773.25,1715936.25,1436701.25,1567940.125
