Location	chr	gene_name
10511036	CHR_HG2057_PATCH	AL139039.4
10514282	CHR_HG2057_PATCH	AL139039.6
10574749	CHR_HG2057_PATCH	AL139039.5
10633762	CHR_HG2057_PATCH	GCNT2P
10671418	CHR_HG2057_PATCH	C6orf52
10674658	CHR_HG2057_PATCH	RF00019
10694695	CHR_HG2057_PATCH	PAK1IP1
10722915	CHR_HG2057_PATCH	TMEM14C
143381080	CHR_HG708_PATCH	ZYX
143382686	CHR_HG708_PATCH	MIR6892
143390289	CHR_HG708_PATCH	EPHA1
143407813	CHR_HG708_PATCH	EPHA1-AS1
143437034	CHR_HG708_PATCH	TAS2R62P
143443453	CHR_HG708_PATCH	TAS2R60
143477873	CHR_HG708_PATCH	TAS2R41
143488462	CHR_HG708_PATCH	OR2R1P
143509256	CHR_HG708_PATCH	OR10AC1
143532749	CHR_HG708_PATCH	AC073264.4
143545186	CHR_HG708_PATCH	PAICSP5
143571801	CHR_HG708_PATCH	CTAGE15
143679585	CHR_HG708_PATCH	RNU6-267P
143680046	CHR_HG708_PATCH	CTAGE6
143686747	CHR_HG708_PATCH	AC254813.2
143721228	CHR_HG708_PATCH	AC254813.3
143725664	CHR_HG708_PATCH	TCAF2P1
143860031	CHR_HG708_PATCH	OR2F2
143879710	CHR_HG708_PATCH	OR2F1
143903987	CHR_HG708_PATCH	AC004853.2
143905771	CHR_HG708_PATCH	OR2Q1P
143910008	CHR_HG708_PATCH	SLC16A1P1
143925186	CHR_HG708_PATCH	OR6B1
143541945	CHR_HG708_PATCH	AC073264.5
143644640	CHR_HG708_PATCH	AC275440.2
143711804	CHR_HG708_PATCH	AC275440.1
143800968	CHR_HG708_PATCH	AC254813.1
6406592	CHR_HG76_PATCH	MCPH1
6615604	CHR_HG76_PATCH	AF287957.2
6618475	CHR_HG76_PATCH	MCPH1-AS1
6622124	CHR_HG76_PATCH	MIR8055
6708357	CHR_HG76_PATCH	AGPAT5
6745164	CHR_HG76_PATCH	MIR4659A
6745168	CHR_HG76_PATCH	MIR4659B
6835548	CHR_HG76_PATCH	AC270297.1
6870552	CHR_HG76_PATCH	DEFB1
6924547	CHR_HG76_PATCH	DEFA6
6928461	CHR_HG76_PATCH	AC270297.2
6935675	CHR_HG76_PATCH	DEFA4
6950568	CHR_HG76_PATCH	DEFA8P
6959129	CHR_HG76_PATCH	DEFA9P
6967980	CHR_HG76_PATCH	DEFA10P
6977491	CHR_HG76_PATCH	DEFA1
7015719	CHR_HG76_PATCH	DEFA3
7028495	CHR_HG76_PATCH	DEFA11P
7038426	CHR_HG76_PATCH	DEFA7P
7055160	CHR_HG76_PATCH	DEFA5
7082825	CHR_HG76_PATCH	AC245425.1
7112189	CHR_HG76_PATCH	AC270249.1
7122734	CHR_HG76_PATCH	RPS3AP30
7143520	CHR_HG76_PATCH	SNRPCP6
7170420	CHR_HG76_PATCH	SNRPCP17
7190772	CHR_HG76_PATCH	RPS3AP33
7200615	CHR_HG76_PATCH	AC270249.2
7221552	CHR_HG76_PATCH	AC246795.1
7227682	CHR_HG76_PATCH	AC246795.5
7238096	CHR_HG76_PATCH	AC246795.2
7246441	CHR_HG76_PATCH	OR7E154P
7264368	CHR_HG76_PATCH	FAM90A7P
7281632	CHR_HG76_PATCH	PRR23D1
7314775	CHR_HG76_PATCH	DEFB107B
7334489	CHR_HG76_PATCH	DEFB105B
7337682	CHR_HG76_PATCH	DEFB106B
7403550	CHR_HG76_PATCH	HSPD1P3
7407233	CHR_HG76_PATCH	DEFB4B
7481168	CHR_HG76_PATCH	AC275362.1
7485404	CHR_HG76_PATCH	USP17L4
7490130	CHR_HG76_PATCH	USP17L3
7504143	CHR_HG76_PATCH	DEFB109B
7526067	CHR_HG76_PATCH	FAM90A20P
7533689	CHR_HG76_PATCH	FAM90A3P
7545459	CHR_HG76_PATCH	FAM90A23P
6811203	CHR_HG76_PATCH	AC270297.3
6987258	CHR_HG76_PATCH	AC270300.1
6996733	CHR_HG76_PATCH	AC270300.3
7006376	CHR_HG76_PATCH	AC270300.2
7323188	CHR_HG76_PATCH	AC246795.3
7349012	CHR_HG76_PATCH	AC246795.4
7360575	CHR_HG76_PATCH	AC246795.7
7393965	CHR_HG76_PATCH	AC246795.6
7446613	CHR_HG76_PATCH	AC270258.1
7462876	CHR_HG76_PATCH	AC270258.2
7695895	CHR_HG76_PATCH	AC275401.4
7715430	CHR_HG76_PATCH	AC275401.1
7729197	CHR_HG76_PATCH	AC275401.6
7743638	CHR_HG76_PATCH	ENPP7P12
7792863	CHR_HG76_PATCH	DEFB109A
7812941	CHR_HG76_PATCH	AC275401.2
7817656	CHR_HG76_PATCH	AC275401.3
7847445	CHR_HG76_PATCH	DEFB108E
7859537	CHR_HG76_PATCH	RNA5SP254
7874916	CHR_HG76_PATCH	DEFB130A
7903002	CHR_HG76_PATCH	DEFB131C
7912058	CHR_HG76_PATCH	OR7E160P
7937724	CHR_HG76_PATCH	AC270275.2
7948684	CHR_HG76_PATCH	DEFB131E
7953280	CHR_HG76_PATCH	AC270275.1
7956435	CHR_HG76_PATCH	DEFB134
7968158	CHR_HG76_PATCH	DEFB135
7978152	CHR_HG76_PATCH	DEFB136
8019559	CHR_HG76_PATCH	OR7E161P
8055913	CHR_HG76_PATCH	AC270285.7
8106433	CHR_HG76_PATCH	AC270285.3
8150253	CHR_HG76_PATCH	AC270285.9
8162440	CHR_HG76_PATCH	SUB1P1
8192811	CHR_HG76_PATCH	GATA4
8388152	CHR_HG76_PATCH	AC270286.2
8471756	CHR_HG76_PATCH	AC270272.3
8514640	CHR_HG76_PATCH	FAM167A-AS1
8560716	CHR_HG76_PATCH	RNU6-1084P
8571907	CHR_HG76_PATCH	RN7SL293P
8583129	CHR_HG76_PATCH	TDH
8619367	CHR_HG76_PATCH	SLC35G5
8626149	CHR_HG76_PATCH	AC270277.5
8666513	CHR_HG76_PATCH	AC270277.3
8669080	CHR_HG76_PATCH	AC270277.4
8683726	CHR_HG76_PATCH	LINC00529
8694985	CHR_HG76_PATCH	RPL19P13
8747990	CHR_HG76_PATCH	AC270301.1
8776061	CHR_HG76_PATCH	AC270301.5
8813027	CHR_HG76_PATCH	AC270301.7
8825581	CHR_HG76_PATCH	AC270301.4
8841928	CHR_HG76_PATCH	AC270301.8
8844965	CHR_HG76_PATCH	AC270301.2
8884661	CHR_HG76_PATCH	AC270301.6
8916436	CHR_HG76_PATCH	MIR598
9092550	CHR_HG76_PATCH	AC270290.4
9105494	CHR_HG76_PATCH	AC270290.2
9112146	CHR_HG76_PATCH	AC270290.1
9126419	CHR_HG76_PATCH	MIR1322
9180423	CHR_HG76_PATCH	AC270290.3
9221396	CHR_HG76_PATCH	SOX7
9251330	CHR_HG76_PATCH	C8orf74
9265241	CHR_HG76_PATCH	RNA5SP252
9284761	CHR_HG76_PATCH	MIR4286
9397615	CHR_HG76_PATCH	PRSS55
9462088	CHR_HG76_PATCH	AC270276.3
9469780	CHR_HG76_PATCH	AC270296.3
9472379	CHR_HG76_PATCH	AC270296.1
9475410	CHR_HG76_PATCH	RNU6-729P
9476694	CHR_HG76_PATCH	AC270296.2
9522867	CHR_HG76_PATCH	MSRA
9614095	CHR_HG76_PATCH	AC270296.4
10048084	CHR_HG76_PATCH	LINC00599
10049982	CHR_HG76_PATCH	MIR124-1
10214536	CHR_HG76_PATCH	MIR597
10297849	CHR_HG76_PATCH	AC270292.1
10498801	CHR_HG76_PATCH	AC270292.2
10519986	CHR_HG76_PATCH	AC270263.3
10542472	CHR_HG76_PATCH	AC270263.2
10585066	CHR_HG76_PATCH	RNU6-526P
10597817	CHR_HG76_PATCH	AC270263.1
10668715	CHR_HG76_PATCH	RNU6-1151P
10696074	CHR_HG76_PATCH	AC270291.7
10722855	CHR_HG76_PATCH	AC270291.3
10753448	CHR_HG76_PATCH	AC270291.5
10773783	CHR_HG76_PATCH	AC270291.2
10788176	CHR_HG76_PATCH	AC270291.4
10797689	CHR_HG76_PATCH	AC270291.1
10804785	CHR_HG76_PATCH	PPP1R3B
10810924	CHR_HG76_PATCH	AC270254.1
10864871	CHR_HG76_PATCH	RF00017
10883871	CHR_HG76_PATCH	RNU7-55P
10908190	CHR_HG76_PATCH	MIR4660
10977657	CHR_HG76_PATCH	RPL10P19
7755882	CHR_HG76_PATCH	AC275401.5
7833826	CHR_HG76_PATCH	AC270472.1
8099349	CHR_HG76_PATCH	AC270285.8
8107031	CHR_HG76_PATCH	AC270285.4
8114196	CHR_HG76_PATCH	AC270285.2
8166558	CHR_HG76_PATCH	AC270285.1
8169584	CHR_HG76_PATCH	AC270285.5
8190710	CHR_HG76_PATCH	AC270285.6
8388741	CHR_HG76_PATCH	AC270286.1
8508887	CHR_HG76_PATCH	AC270272.2
8528676	CHR_HG76_PATCH	AC270272.1
8628793	CHR_HG76_PATCH	AC270277.2
8653667	CHR_HG76_PATCH	AC270277.1
8750316	CHR_HG76_PATCH	AC270301.3
9027133	CHR_HG76_PATCH	AC270264.1
9328591	CHR_HG76_PATCH	AC270276.1
9378028	CHR_HG76_PATCH	AC270276.2
10177060	CHR_HG76_PATCH	AC270292.3
10802388	CHR_HG76_PATCH	AC270291.6
10948540	CHR_HG76_PATCH	AC270253.2
1660315	CHR_HG1815_PATCH	MIR3649
1688574	CHR_HG1815_PATCH	ADIPOR2
1695830	CHR_HG1815_PATCH	AC005183.2
1757231	CHR_HG1815_PATCH	RPS4XP14
1791957	CHR_HG1815_PATCH	CACNA2D4
1820267	CHR_HG1815_PATCH	LRTM2
1917951	CHR_HG1815_PATCH	AC005342.3
1929202	CHR_HG1815_PATCH	LINC00940
1946054	CHR_HG1815_PATCH	DCP1B
1970786	CHR_HG1815_PATCH	CACNA1C
2004666	CHR_HG1815_PATCH	AC005342.4
2018213	CHR_HG1815_PATCH	CACNA1C-IT1
2048352	CHR_HG1815_PATCH	CACNA1C-IT2
2217462	CHR_HG1815_PATCH	AC005344.2
2220537	CHR_HG1815_PATCH	CACNA1C-AS4
2275748	CHR_HG1815_PATCH	CACNA1C-IT3
2609322	CHR_HG1815_PATCH	CACNA1C-AS3
2665909	CHR_HG1815_PATCH	AC007618.2
2674472	CHR_HG1815_PATCH	CACNA1C-AS2
2681973	CHR_HG1815_PATCH	CACNA1C-AS1
2701737	CHR_HG1815_PATCH	AC092471.4
23729038	CHR_HG1_PATCH	AL160237.5
23749236	CHR_HG1_PATCH	BRD7P1
23767662	CHR_HG1_PATCH	AL160237.6
23791930	CHR_HG1_PATCH	RN7SKP205
121604902	CHR_HG2047_PATCH	RNU6-1004P
121648737	CHR_HG2047_PATCH	MORN3
121626932	CHR_HG2047_PATCH	AC140062.1
144262102	CHR_HG2419_PATCH	BOP1
144291591	CHR_HG2419_PATCH	HSF1
144314584	CHR_HG2419_PATCH	DGAT1
144314590	CHR_HG2419_PATCH	AC233992.4
144317246	CHR_HG2419_PATCH	MIR6848
144330565	CHR_HG2419_PATCH	SCRT1
144352219	CHR_HG2419_PATCH	TMEM249
144353228	CHR_HG2419_PATCH	AC233992.6
144354135	CHR_HG2419_PATCH	SLC52A2
144355431	CHR_HG2419_PATCH	FBXL6
144373101	CHR_HG2419_PATCH	ADCK5
144393229	CHR_HG2419_PATCH	CPSF1
144394149	CHR_HG2419_PATCH	MIR939
144400086	CHR_HG2419_PATCH	MIR1234
144400277	CHR_HG2419_PATCH	MIR6849
144409492	CHR_HG2419_PATCH	AC233992.5
144409742	CHR_HG2419_PATCH	SLC39A4
144423600	CHR_HG2419_PATCH	VPS28
144428774	CHR_HG2419_PATCH	TONSL
10994974	CHR_HG76_PATCH	RF00156
11022678	CHR_HG76_PATCH	AC270253.1
11060783	CHR_HG76_PATCH	RNU6-682P
11174247	CHR_HG76_PATCH	AC270261.1
11237319	CHR_HG76_PATCH	AC270261.2
11252751	CHR_HG76_PATCH	CLDN23
11374196	CHR_HG76_PATCH	RN7SL178P
11394731	CHR_HG76_PATCH	AC270265.1
11395890	CHR_HG76_PATCH	AC270265.2
11495510	CHR_HG76_PATCH	AC270259.1
11707730	CHR_HG76_PATCH	FAM86B3P
11707928	CHR_HG76_PATCH	ALG1L13P
11763403	CHR_HG76_PATCH	AC270267.1
11898795	CHR_HG76_PATCH	AC270271.1
11925041	CHR_HG76_PATCH	FAM90A9P
12013695	CHR_HG76_PATCH	DEFB107A
12083221	CHR_HG76_PATCH	DEFB103A
12093021	CHR_HG76_PATCH	HSPD1P2
12096646	CHR_HG76_PATCH	DEFB4A
12170522	CHR_HG76_PATCH	AC270273.2
12174834	CHR_HG76_PATCH	USP17L7
12179565	CHR_HG76_PATCH	USP17L2
12193295	CHR_HG76_PATCH	DEFB109D
12370482	CHR_HG76_PATCH	RPS3AP34
12380410	CHR_HG76_PATCH	AC275565.2
12401301	CHR_HG76_PATCH	AC275565.3
12407435	CHR_HG76_PATCH	AC275565.5
12428616	CHR_HG76_PATCH	RPS3AP35
12438569	CHR_HG76_PATCH	AC275565.1
12459568	CHR_HG76_PATCH	AC275565.4
12484243	CHR_HG76_PATCH	OR7E8P
12496396	CHR_HG76_PATCH	OR7E15P
12503144	CHR_HG76_PATCH	OR7E10P
12519216	CHR_HG76_PATCH	MIR5692A2
12521971	CHR_HG76_PATCH	LONRF1
12527310	CHR_HG76_PATCH	MIR3926-1
12527315	CHR_HG76_PATCH	MIR3926-2
12565917	CHR_HG76_PATCH	AC270298.1
12594340	CHR_HG76_PATCH	LINC00681
12758554	CHR_HG76_PATCH	AC270289.1
12844527	CHR_HG76_PATCH	RNU6-842P
12883682	CHR_HG76_PATCH	DLC1
12960531	CHR_HG76_PATCH	RF00019
11063643	CHR_HG76_PATCH	AC270282.1
11781571	CHR_HG76_PATCH	AC270267.2
12023995	CHR_HG76_PATCH	AC270273.6
12038508	CHR_HG76_PATCH	AC270273.4
12136093	CHR_HG76_PATCH	AC270273.1
12152311	CHR_HG76_PATCH	AC270273.3
12225889	CHR_HG76_PATCH	AC270273.5
12262819	CHR_HG76_PATCH	AC270293.1
12276938	CHR_HG76_PATCH	AC270293.2
12806341	CHR_HG76_PATCH	AC270289.2
9030594	CHR_HG1531_PATCH	OFD1P3Y
21583600	CHR_HG1535_PATCH	TTTY13
21631683	CHR_HG1535_PATCH	ELOCP5
21637475	CHR_HG1535_PATCH	CDY10P
21661926	CHR_HG1535_PATCH	USP9YP3
21677246	CHR_HG1535_PATCH	USP9YP8
21696570	CHR_HG1535_PATCH	CDY11P
21777583	CHR_HG1535_PATCH	OFD1P16Y
23817281	CHR_HG1_PATCH	AL160237.4
23922247	CHR_HG1_PATCH	LINC00596
23938731	CHR_HG1_PATCH	DHRS4-AS1
23953586	CHR_HG1_PATCH	DHRS4
24012412	CHR_HG1_PATCH	AL136295.11
24036452	CHR_HG1_PATCH	DHRS4L1
24051999	CHR_HG1_PATCH	CARMIL3
24070836	CHR_HG1_PATCH	CPNE6
24080106	CHR_HG1_PATCH	NRL
24094052	CHR_HG1_PATCH	PCK2
24114194	CHR_HG1_PATCH	DCAF11
24120955	CHR_HG1_PATCH	AL136295.9
24131274	CHR_HG1_PATCH	FITM1
24136157	CHR_HG1_PATCH	PSME1
24138958	CHR_HG1_PATCH	EMC9
24139444	CHR_HG1_PATCH	AL136295.13
24143361	CHR_HG1_PATCH	PSME2
24143488	CHR_HG1_PATCH	MIR7703
24146682	CHR_HG1_PATCH	RNF31
24151217	CHR_HG1_PATCH	AL136295.10
24158602	CHR_HG1_PATCH	RNA5SP383
24161052	CHR_HG1_PATCH	IRF9
24171852	CHR_HG1_PATCH	REC8
24180218	CHR_HG1_PATCH	IPO4
24180394	CHR_HG1_PATCH	AL136295.12
24189142	CHR_HG1_PATCH	TM9SF1
24189156	CHR_HG1_PATCH	AL136295.15
24198432	CHR_HG1_PATCH	AL136295.8
24201611	CHR_HG1_PATCH	AL136295.14
24205696	CHR_HG1_PATCH	TSSK4
24209582	CHR_HG1_PATCH	CHMP4A
24209645	CHR_HG1_PATCH	AL096870.3
24213936	CHR_HG1_PATCH	MDP1
24213954	CHR_HG1_PATCH	NEDD8-MDP1
24216851	CHR_HG1_PATCH	NEDD8
24232421	CHR_HG1_PATCH	GMPR2
24239642	CHR_HG1_PATCH	TINF2
24249113	CHR_HG1_PATCH	TGM1
24265537	CHR_HG1_PATCH	RABGGTA
24290597	CHR_HG1_PATCH	DHRS1
24299861	CHR_HG1_PATCH	NOP9
24305095	CHR_HG1_PATCH	CIDEB
24305733	CHR_HG1_PATCH	LTB4R2
24311449	CHR_HG1_PATCH	LTB4R
24318348	CHR_HG1_PATCH	ADCY4
24332309	CHR_HG1_PATCH	AL096870.4
24336020	CHR_HG1_PATCH	RIPK3
24352056	CHR_HG1_PATCH	RF00026
24365672	CHR_HG1_PATCH	NFATC4
49558546	CHR_HG2060_PATCH	AC136759.2
49817749	CHR_HG2060_PATCH	AC130364.4
49824810	CHR_HG2060_PATCH	AC130364.3
49833111	CHR_HG2060_PATCH	TRIM51FP
47565336	CHR_HG2114_PATCH	NDUFS3
47565430	CHR_HG2114_PATCH	PTPMT1
47572197	CHR_HG2114_PATCH	KBTBD4
47576471	CHR_HG2114_PATCH	RNU5E-10P
47577725	CHR_HG2114_PATCH	KF459542.2
47586693	CHR_HG2114_PATCH	FAM180B
47589664	CHR_HG2114_PATCH	C1QTNF4
47617315	CHR_HG2114_PATCH	MTCH2
47664132	CHR_HG2114_PATCH	AGBL2
47721058	CHR_HG2114_PATCH	FNBP4
47731435	CHR_HG2114_PATCH	RF00019
47782628	CHR_HG2114_PATCH	NUP160
47800710	CHR_HG2114_PATCH	AC021443.2
47808837	CHR_HG2114_PATCH	RNA5SP340
47824741	CHR_HG2114_PATCH	RF00019
47845865	CHR_HG2114_PATCH	YPEL5P2
94939812	CHR_HG2133_PATCH	ABBA01026962.1
94941138	CHR_HG2133_PATCH	WDR82P1
94942224	CHR_HG2133_PATCH	LINC00879
17082295	CHR_HG2263_PATCH	AC109446.8
17094351	CHR_HG2263_PATCH	AC109446.7
17096202	CHR_HG2263_PATCH	AC109446.6
17101769	CHR_HG2263_PATCH	XYLT1
17134504	CHR_HG2263_PATCH	AC109446.5
17192863	CHR_HG2263_PATCH	AC099494.4
17227023	CHR_HG2263_PATCH	AC099494.5
17249674	CHR_HG2263_PATCH	AC099494.6
17445825	CHR_HG2263_PATCH	AC009152.2
45212995	CHR_HG2412_PATCH	SLC14A2
45423764	CHR_HG2412_PATCH	SLC14A2-AS1
45483345	CHR_HG2412_PATCH	AC091151.2
45507220	CHR_HG2412_PATCH	AC091151.3
70430231	CHR_HG2442_PATCH	RPS2P6
70495527	CHR_HG2442_PATCH	AC091305.2
7704628	CHR_HSCHR11_1_CTG1_2	AC021427.1
7754393	CHR_HSCHR11_1_CTG1_2	AC044810.7
7783697	CHR_HSCHR11_1_CTG1_2	AC044810.4
7784186	CHR_HSCHR11_1_CTG1_2	AC044810.8
21196720	CHR_HSCHR5_7_CTG1	AC208067.1
7795905	CHR_HSCHR11_1_CTG1_2	OR5P2
7834940	CHR_HSCHR11_1_CTG1_2	OR5P3
7858826	CHR_HSCHR11_1_CTG1_2	OR5E1P
7899308	CHR_HSCHR11_1_CTG1_2	RNU6-943P
7934718	CHR_HSCHR11_1_CTG1_2	OR10A6
7947297	CHR_HSCHR11_1_CTG1_2	OR10A3
7969550	CHR_HSCHR11_1_CTG1_2	NLRP10
7980377	CHR_HSCHR11_1_CTG1_2	EIF3F
7931256	CHR_HSCHR11_1_CTG1_2	AC044810.9
30005443	CHR_HSCHR15_6_CTG8	AC111152.4
30044461	CHR_HSCHR15_6_CTG8	AC254979.1
30052948	CHR_HSCHR15_6_CTG8	AC254979.2
30091657	CHR_HSCHR15_6_CTG8	RN7SL673P
30098819	CHR_HSCHR15_6_CTG8	DNM1P28
30103719	CHR_HSCHR15_6_CTG8	ULK4P3
30112190	CHR_HSCHR15_6_CTG8	RF00096
30143737	CHR_HSCHR15_6_CTG8	RN7SL469P
30150880	CHR_HSCHR15_6_CTG8	DNM1P30
30153934	CHR_HSCHR15_6_CTG8	AC254962.2
30197311	CHR_HSCHR15_6_CTG8	LINC02249
30224299	CHR_HSCHR15_6_CTG8	AC254962.1
30255704	CHR_HSCHR15_6_CTG8	RNU6-17P
30353939	CHR_HSCHR15_6_CTG8	AC254958.1
30365063	CHR_HSCHR15_6_CTG8	RF00019
31890769	CHR_HSCHR15_6_CTG8	AC254944.2
31915115	CHR_HSCHR15_6_CTG8	AC254944.3
31923141	CHR_HSCHR15_6_CTG8	AC254944.4
31927931	CHR_HSCHR15_6_CTG8	RN7SL628P
31930192	CHR_HSCHR15_6_CTG8	AC254944.1
31937745	CHR_HSCHR15_6_CTG8	ULK4P2
31957111	CHR_HSCHR15_6_CTG8	RF00096
31967338	CHR_HSCHR15_6_CTG8	DNM1P50
31975928	CHR_HSCHR15_6_CTG8	GOLGA8Q
31977496	CHR_HSCHR15_6_CTG8	RN7SL796P
31992464	CHR_HSCHR15_6_CTG8	AC254960.1
32024724	CHR_HSCHR15_6_CTG8	AC254960.2
32117941	CHR_HSCHR15_6_CTG8	AC254945.1
32132796	CHR_HSCHR15_6_CTG8	RN7SL286P
32172366	CHR_HSCHR15_6_CTG8	SCG5
32186776	CHR_HSCHR15_6_CTG8	AC254945.2
32248010	CHR_HSCHR15_6_CTG8	AC090877.4
32248714	CHR_HSCHR15_6_CTG8	GREM1
32296285	CHR_HSCHR15_6_CTG8	FMN1
32367723	CHR_HSCHR15_6_CTG8	AC090877.3
30083058	CHR_HSCHR15_6_CTG8	GOLGA8J
30135046	CHR_HSCHR15_6_CTG8	GOLGA8T
30371954	CHR_HSCHR15_6_CTG8	AC254952.1
32124112	CHR_HSCHR15_6_CTG8	GOLGA8N
32146897	CHR_HSCHR15_6_CTG8	ARHGAP11A
103926563	CHR_HSCHR1_3_CTG3	AC205875.1
23244765	CHR_HSCHR1_4_CTG3	AL109936.3
23288773	CHR_HSCHR1_4_CTG3	LINC01355
23305261	CHR_HSCHR1_4_CTG3	AL109936.5
23311235	CHR_HSCHR1_4_CTG3	HNRNPR
23366912	CHR_HSCHR1_4_CTG3	ZNF436
23376461	CHR_HSCHR1_4_CTG3	ZNF436-AS1
23377718	CHR_HSCHR1_4_CTG3	RF00019
23385844	CHR_HSCHR1_4_CTG3	AL109936.4
23388525	CHR_HSCHR1_4_CTG3	TCEA3
23418296	CHR_HSCHR1_4_CTG3	AL357134.2
23436027	CHR_HSCHR1_4_CTG3	ASAP3
23513894	CHR_HSCHR1_4_CTG3	E2F2
23556603	CHR_HSCHR1_4_CTG3	AL021154.2
23565382	CHR_HSCHR1_4_CTG3	ID3
23511884	CHR_HSCHR1_4_CTG3	AL021154.3
235328570	CHR_HSCHR1_5_CTG32_1	TBCE
235361153	CHR_HSCHR1_5_CTG32_1	AL357556.2
235366353	CHR_HSCHR1_5_CTG32_1	AL357556.3
235436776	CHR_HSCHR1_5_CTG32_1	RPS21P1
235453714	CHR_HSCHR1_5_CTG32_1	B3GALNT2
235523762	CHR_HSCHR1_5_CTG32_1	MTCYBP14
235541311	CHR_HSCHR1_5_CTG32_1	MTND6P14
235541843	CHR_HSCHR1_5_CTG32_1	MTND5P19
235543844	CHR_HSCHR1_5_CTG32_1	MTND4P10
235545203	CHR_HSCHR1_5_CTG32_1	MTND4LP21
235545550	CHR_HSCHR1_5_CTG32_1	MTND3P8
235545950	CHR_HSCHR1_5_CTG32_1	MTCO3P46
235551478	CHR_HSCHR1_5_CTG32_1	GNG4
235569552	CHR_HSCHR1_5_CTG32_1	FO393422.2
42085525	CHR_HSCHR22_4_CTG1	NDUFA6
42089640	CHR_HSCHR22_4_CTG1	AC213220.2
42107776	CHR_HSCHR22_4_CTG1	OLA1P1
42124292	CHR_HSCHR22_4_CTG1	AC213220.1
42125919	CHR_HSCHR22_4_CTG1	AC213220.3
42137724	CHR_HSCHR22_4_CTG1	CYP2D8P
42147866	CHR_HSCHR22_4_CTG1	TCF20
42129456	CHR_HSCHR22_4_CTG1	AC254560.1
42126481	CHR_HSCHR22_5_CTG1	CYP2D6
42146237	CHR_HSCHR22_5_CTG1	AC208162.1
42150129	CHR_HSCHR22_5_CTG1	AC208162.2
42151756	CHR_HSCHR22_5_CTG1	AC208162.3
42163591	CHR_HSCHR22_5_CTG1	CYP2D8P
42173715	CHR_HSCHR22_5_CTG1	TCF20
42155294	CHR_HSCHR22_5_CTG1	AC254995.1
14909961	CHR_HSCHR4_2_CTG4	CPEB2-AS1
15006017	CHR_HSCHR4_2_CTG4	CPEB2
15008285	CHR_HSCHR4_2_CTG4	AC098829.2
66002771	CHR_HSCHR4_8_CTG12	AC116049.3
66007206	CHR_HSCHR4_8_CTG12	AC096721.2
69955256	CHR_HSCHR4_9_CTG12	CSN2
65574155	CHR_HSCHR10_1_CTG6	LINC01515
990509	CHR_HSCHR12_2_CTG1	ERC1
108596152	CHR_HSCHR13_1_CTG8	MYO16
70807378	CHR_HSCHR16_4_CTG3_1	HYDIN
71306328	CHR_HSCHR16_4_CTG3_1	AC009136.1
71363481	CHR_HSCHR16_4_CTG3_1	CALB2
71283583	CHR_HSCHR16_4_CTG3_1	CMTR2
71293954	CHR_HSCHR16_4_CTG3_1	AC009136.2
2817180	CHR_HSCHR16_5_CTG1	PRSS21
2822659	CHR_HSCHR16_5_CTG1	EIF1P4
2830169	CHR_HSCHR16_5_CTG1	ZG16B
2839565	CHR_HSCHR16_5_CTG1	PRSS30P
2857891	CHR_HSCHR16_5_CTG1	AC217628.1
2872278	CHR_HSCHR16_5_CTG1	AC003965.3
2852693	CHR_HSCHR16_5_CTG1	PRSS22
22413601	CHR_HSCHR18_5_CTG1_1	CTAGE1
22418829	CHR_HSCHR18_5_CTG1_1	AC099849.2
22592145	CHR_HSCHR18_5_CTG1_1	RPS4XP18
13029339	CHR_HSCHR1_5_CTG3	PRAMEF28P
13049476	CHR_HSCHR1_5_CTG3	PRAMEF27
13060869	CHR_HSCHR1_5_CTG3	HNRNPCL3
13068677	CHR_HSCHR1_5_CTG3	PRAMEF25
13095179	CHR_HSCHR1_5_CTG3	PRAMEF34P
13104403	CHR_HSCHR1_5_CTG3	PRAMEF35P
13115496	CHR_HSCHR1_5_CTG3	HNRNPCL2
13128818	CHR_HSCHR1_5_CTG3	PRAMEF36P
13146981	CHR_HSCHR1_5_CTG3	AC245056.3
13148905	CHR_HSCHR1_5_CTG3	PRAMEF26
13164586	CHR_HSCHR1_5_CTG3	HNRNPCL4
13172455	CHR_HSCHR1_5_CTG3	PRAMEF9
13216103	CHR_HSCHR1_5_CTG3	PRAMEF31P
13224452	CHR_HSCHR1_5_CTG3	PRAMEF5
13243779	CHR_HSCHR1_5_CTG3	PRAMEF32P
13249365	CHR_HSCHR1_5_CTG3	RNU6-443P
13251275	CHR_HSCHR1_5_CTG3	PRAMEF8
13273779	CHR_HSCHR1_5_CTG3	PRAMEF33
13014766	CHR_HSCHR1_5_CTG3	AC245056.5
13268552	CHR_HSCHR1_5_CTG3	AC244216.5
42107763	CHR_HSCHR22_6_CTG1	OLA1P1
42124279	CHR_HSCHR22_6_CTG1	AC235563.2
42125906	CHR_HSCHR22_6_CTG1	AC235563.1
42147351	CHR_HSCHR22_6_CTG1	CYP2D8P
42157475	CHR_HSCHR22_6_CTG1	TCF20
42128051	CHR_HSCHR22_6_CTG1	AC254788.1
42107765	CHR_HSCHR22_7_CTG1	OLA1P1
42126481	CHR_HSCHR22_7_CTG1	CYP2D6
42146237	CHR_HSCHR22_7_CTG1	AC225828.1
42163834	CHR_HSCHR22_7_CTG1	AC254847.2
42165461	CHR_HSCHR22_7_CTG1	AC254847.1
42167604	CHR_HSCHR22_7_CTG1	CYP2D7
42177288	CHR_HSCHR22_7_CTG1	CYP2D8P
